image_name,english_caption,yoruba_caption
3215847501_c723905ba4.jpg,A group of climbers in silhouette stare towards the sun over the mountaintops.,Ìjọ àwọn atàkè tí a rí bí ojiji ń tẹjú mọ oorun lórí orí òkè-ńlá.
3043501068_be58ac47e1.jpg,The motocross bike is doing a jump in the air in front of the crowd.,Kẹ̀kẹ́ àfiṣere kan ń fò sókè ní afẹ́fẹ́ níwájú ọpọ ènìyàn.
3256274183_4eab3b2322.jpg,A cadet is being taught how to properly stretch his right leg.,Akẹ́kọ̀ọ́ ológun kan ń kọ́ bí o ṣe na ẹsẹ̀ ọ̀tún rẹ̀ dáadáa.
1361420539_e9599c60ae.jpg,The black dog is walking through the tall grass.,Ajá dúdú kan ń rìn kọjá lórí koríko gíga.
760180310_3c6bd4fd1f.jpg,A large dog lays next to a small baby with a pacifier in its mouth.,Ajá ńlá kan ń dubulẹ̀ lẹ́gbẹ̀ẹ́ ọmọ ìkókó kan tí fídà wà ní ẹnu rẹ̀.
2695093520_5cfeb0729d.jpg,A man in a white shirt and sunglasses is holding hands with a woman wearing a red shirt outside.,Ọkùnrin kan tó wọ aṣọ funfun àti ìgò ojú ń di ọwọ́ obìnrin kan tó wọ aṣọ pupa níta mú.
2644430445_47c985a2ee.jpg,A girl in a red shirt takes a picture on a phone.,Ọmọbìnrin kan tó wọ aṣọ pupa ń ya àwòrán pẹ̀lú fóònù.
2272967004_1531726d71.jpg,A man sits atop a mountain looking at the view.,"Ọkùnrin kan jókòó lórí òkè, ó ń wo àgbègbè yíká."
3484832904_08619300d9.jpg,"A girl playing softball , taking a swing.","Ọmọbìnrin kan ń gbá bọ́ọ̀lù, ó sì ń lu bọ́ọ̀lù."
3410902181_b2a3c6eec9.jpg,A child is performing with a toy while onstage with a colorful balloon backdrop.,"Ọmọdé kan ń dábírà pẹ̀lú ohun ìṣeré lórí pẹpẹ, tí àyíká rẹ̀ ní kọ́bẹ́kọ́bẹ́ aláwọ̀."
459778335_857d8ffebf.jpg,A young boy is thrown by a man as a girl watches at the beach.,Ọkùnrin kan ń ju ọmọkùnrin kékeré kan sókè nígbà tí ọmọbìnrin kan ń wò wọn letí òkun.
2595102568_347f6d4b07.jpg,"An Asian man , woman , and child are standing on a sidewalk.","Ọkùnrin Ásíà kan, obìnrin kan, àti ọmọde kan dúró lórí pẹtẹẹsì opópónà."
3559425864_0462d7613f.jpg,Two BMX bikers jumping dirt ramps in front of a body of water.,Àwọn elérìn kẹ̀kẹ́ BMX méjì ń fò lórí rampu erùpẹ̀ níwájú omi kan.
3091594712_2166604334.jpg,Young girl in blue dress and tiara applying makeup in the mirror.,"Ọ̀dọ́mọbìnrin kan tó wọ aṣọ búlù àti ade kékeré ń fi ìṣọ́ọ̀ṣọ́ ojú sí ara rẹ̀, ó n wo dígí."
263522013_d118d46b2d.jpg,A golden retriever is shaking off some water.,Agba-nǹkan-pada aláwọ̀ góòlù ń da omi rú
2004674713_2883e63c67.jpg,A dog is growling at a jumping dog with collar inside a park enclosure.,"Ajá kan ń kígbe sí aja kan tó ń fò, tí ó wọ kọ́là, nínú agbègbè ọgbà tí ó bò."
486712504_36be449055.jpg,A dog leaps over a red and blue jump.,Aja kan ń fò kọjá ìdènà pupa àti búlù kan.
3595643050_d312e4b652.jpg,A yellow dog stands on his hind legs.,Aja aláwọ̀ èsúrú kan dúró lórí ẹsẹ̀ ẹ̀yìn rẹ̀.
2855910826_d075845288.jpg,Two football players are tackling an opposing football player with a referee nearby.,"Àwọn agbábọ́ọ̀lu méjì ń di agbábọ́ọ̀lu alatako kan mọ́lẹ̀, adájọ́ sì dúró lẹ́gbẹ̀ẹ́ wọn."
2280354512_c0d035d53f.jpg,A dog plays in the water.,Aja kan ń ṣeré nínú omi.
3080056515_3013830309.jpg,A boy is whispering to a girl wearing a red and white hat and scarf.,Ọmọkùnrin kan ń sọ̀rọ̀ kẹ́lẹ́ sí ọmọbìnrin kan tó wọ fila àti aṣọ ọrun pupa àti funfun.
2169951750_495820a215.jpg,A greyish dog running in the snow.,Ajá aláwọ̀ érú kan ń sáré nínú yìnyín.
3457210101_3533edebc8.jpg,A woman holding a microphone speaks to a man wearing a white shirt.,Obìnrin kan tó ń di gbohungbohun mú ń bá ọkùnrin kan tó wọ aṣọ funfun sọ̀rọ̀.
430803349_a66c91f64e.jpg,A dog carries an object in the water.,Aja kan mú ohun kan nínú omi.
525538142_7348f0bce7.jpg,Two young boys are wrestling in a sand pit.,Àwọn ọmọkùnrin kékeré méjì ń jà nínú iho iyanrìn.
3168123064_d1983b8f92.jpg,A woman in a black wetsuit surfs in bad weather.,Obìnrin kan tó wọ aṣọ ìwẹ̀ dúdú ń wẹ̀ nínú oju-ọjọ́ búburú.
3155400369_69e3d6d70f.jpg,many people carry their drums.,Ọ̀pọ̀ ènìyàn ń rú ilu wọn.
2252635585_b48b3485b0.jpg,Two dogs tussle in the snow over a tennis ball.,Àwọn aja méjì ń jà nínú yinyin lórí bọ́ọ̀lù tẹnìsì kan.
3356284586_21c6f155a5.jpg,An Asian girl is standing in a crowd wearing red lipstick.,"Ọmọbìnrin Ásíà kan dúró nínú ọpọ ènìyàn, ó sì wọ àtọ́sétè pupa."
527946505_a51ade1578.jpg,a black dog gets ready to jump into the water.,Ajá dúdú kan ń pèsè láti fò sínú omi.
2953015871_cae796b6e7.jpg,A dog rolls on his back.,Ajá kan ń yí ara rẹ̀ ká lọ sẹ́yìn rẹ̀.
2920969723_83918fe909.jpg,A skateboarder grinds along a pipe beneath a fire escape.,Awa skateboard kan ń kọjá  lọ lórí páìpù kan lábẹ́ ọna ìpálẹ̀mó iná.
516761840_842dabc908.jpg,Two young girls running towards tge camera in front of a flower garden and 4 adults looking at the flower garden.,"Àwọn ọmọbìnrin kékeré méjì ń sáré wá sí kámẹ́rà níwájú ọgbà odòdó, tí tí àgbàlagbà mẹ́rin ń wo ọgbà náà."
2493974889_50ae29f1e1.jpg,Two children walking down a forest path.,Àwọn ọmọde méjì ń rìn lọ́nà inú igbó.
IMG_7506.JPG,"A man seated in the library, deeply engaged in a book.","Ọmọkùnrin kan jókòó ní ilé-ìkàwé, ó fara balẹ̀ ń ka ìwé."
